D_Airport Rating,D_Airport On Time Rating,D_Airport Service Rating,A_Airport Rating,A_Airport On Time Rating,A_Airport Service Rating,D_Delay,Duration,A_Delay,C_Rating,C_Market Share,C_Load Factor,C_On Time Performance Rating,D_DewPointC,D_WindGustKmph,D_cloudcover,D_humidity,D_precipMM,D_pressure,D_tempC,D_visibility,D_winddirDegree,D_windspeedKmph,D_Time,A_DewPointC,A_WindGustKmph,A_cloudcover,A_humidity,A_precipMM,A_pressure,A_tempC,A_visibility,A_winddirDegree,A_windspeedKmph,A_Time,day,month,polarity,subjectivity,tweet_volume
7.0,8.5,8.7,7.99,7.3,9.1,15.0,115.0,-20.0,7.9,39.7,90.9,87.4,26.0,21.0,5.0,70.0,0.0,1004.0,32.0,10.0,194.0,17.0,6.0,16.0,17.0,32.0,42.0,0.0,1005.0,30.0,10.0,310.0,15.0,8.0,18,5,0.0,0.0,1
7.99,7.3,9.1,8.27,7.8,9.0,-2.0,107.0,-20.0,7.9,39.7,90.9,87.4,6.0,8.0,5.0,14.0,0.0,1002.0,35.0,10.0,49.0,7.0,5.0,20.0,10.0,9.0,51.0,0.0,1007.0,30.0,10.0,271.0,9.0,6.0,18,5,0.0,0.0,1
7.99,7.3,9.1,8.27,7.8,9.0,23.0,114.0,7.0,7.9,39.7,90.9,87.4,15.0,11.0,50.0,38.0,0.1,1003.0,31.0,10.0,234.0,9.0,5.0,15.0,12.0,2.0,31.0,0.0,1007.0,36.0,10.0,248.0,11.0,7.0,18,5,0.0,0.0,1
7.5,8.6,9.2,7.29,6.2,9.0,4.0,82.0,-24.0,7.9,39.7,90.9,87.4,19.0,12.0,8.0,62.0,0.0,1008.0,26.0,10.0,255.0,10.0,5.0,28.0,10.0,0.0,71.0,0.0,1007.0,30.0,10.0,199.0,9.0,6.0,19,5,-0.153125,0.525,2
7.5,8.6,9.2,7.29,6.2,9.0,4.0,82.0,-24.0,7.9,39.7,90.9,87.4,19.0,12.0,8.0,62.0,0.0,1008.0,26.0,10.0,255.0,10.0,5.0,28.0,10.0,0.0,71.0,0.0,1007.0,30.0,10.0,199.0,9.0,6.0,19,5,-0.153125,0.525,2
7.5,8.6,9.2,7.29,6.2,9.0,3.0,77.0,-26.0,7.9,39.7,90.9,87.4,19.0,14.0,7.0,58.0,0.0,1009.0,28.0,10.0,207.0,11.0,5.0,27.0,11.0,2.0,76.0,0.0,1009.0,32.0,10.0,357.0,10.0,6.0,19,5,-0.153125,0.525,2
7.5,8.6,9.2,7.29,6.2,9.0,3.0,77.0,-26.0,7.9,39.7,90.9,87.4,19.0,14.0,7.0,58.0,0.0,1009.0,28.0,10.0,207.0,11.0,5.0,27.0,11.0,2.0,76.0,0.0,1009.0,32.0,10.0,357.0,10.0,6.0,19,5,-0.153125,0.525,2
7.0,8.5,8.7,7.99,7.3,9.1,28.0,110.0,-12.0,7.9,39.7,90.9,87.4,24.0,18.0,2.0,57.0,0.0,1005.0,33.0,10.0,210.0,15.0,6.0,8.0,5.0,3.0,12.0,0.0,1002.0,40.0,10.0,198.0,4.0,8.0,19,5,-0.153125,0.525,2
7.0,8.5,8.7,7.99,7.3,9.1,28.0,110.0,-12.0,7.9,39.7,90.9,87.4,24.0,18.0,2.0,57.0,0.0,1005.0,33.0,10.0,210.0,15.0,6.0,8.0,5.0,3.0,12.0,0.0,1002.0,40.0,10.0,198.0,4.0,8.0,19,5,-0.153125,0.525,2
7.0,8.5,8.7,7.99,7.3,9.1,18.0,116.0,-16.0,7.9,39.7,90.9,87.4,26.0,24.0,7.0,72.0,0.0,1005.0,31.0,10.0,194.0,18.0,6.0,13.0,14.0,4.0,27.0,0.0,1005.0,35.0,10.0,311.0,12.0,8.0,19,5,-0.153125,0.525,2
7.0,8.5,8.7,7.99,7.3,9.1,18.0,116.0,-16.0,7.9,39.7,90.9,87.4,26.0,24.0,7.0,72.0,0.0,1005.0,31.0,10.0,194.0,18.0,6.0,13.0,14.0,4.0,27.0,0.0,1005.0,35.0,10.0,311.0,12.0,8.0,19,5,-0.153125,0.525,2
7.99,7.3,9.1,8.27,7.8,9.0,9.0,109.0,-8.0,7.9,39.7,90.9,87.4,9.0,5.0,3.0,16.0,0.0,1001.0,36.0,10.0,209.0,4.0,5.0,14.0,18.0,6.0,28.0,0.0,1005.0,36.0,10.0,301.0,15.0,7.0,19,5,-0.153125,0.525,2
7.99,7.3,9.1,8.27,7.8,9.0,9.0,109.0,-8.0,7.9,39.7,90.9,87.4,9.0,5.0,3.0,16.0,0.0,1001.0,36.0,10.0,209.0,4.0,5.0,14.0,18.0,6.0,28.0,0.0,1005.0,36.0,10.0,301.0,15.0,7.0,19,5,-0.153125,0.525,2
7.99,7.3,9.1,8.27,7.8,9.0,21.0,108.0,-1.0,7.9,39.7,90.9,87.4,14.0,12.0,4.0,30.0,0.0,1004.0,33.0,10.0,303.0,11.0,5.0,11.0,16.0,3.0,24.0,0.0,1005.0,36.0,10.0,274.0,13.0,6.0,19,5,-0.153125,0.525,2
7.99,7.3,9.1,8.27,7.8,9.0,21.0,108.0,-1.0,7.9,39.7,90.9,87.4,14.0,12.0,4.0,30.0,0.0,1004.0,33.0,10.0,303.0,11.0,5.0,11.0,16.0,3.0,24.0,0.0,1005.0,36.0,10.0,274.0,13.0,6.0,19,5,-0.153125,0.525,2
7.5,8.6,9.2,7.29,6.2,9.0,6.0,85.0,-19.0,7.9,39.7,90.9,87.4,21.0,10.0,39.0,76.0,0.0,1006.0,25.0,10.0,86.0,9.0,5.0,26.0,17.0,55.0,80.0,0.0,1007.0,29.0,10.0,327.0,13.0,6.0,26,5,0.03333333333333333,0.20000000000000004,2
7.5,8.6,9.2,7.29,6.2,9.0,6.0,85.0,-19.0,7.9,39.7,90.9,87.4,21.0,10.0,39.0,76.0,0.0,1006.0,25.0,10.0,86.0,9.0,5.0,26.0,17.0,55.0,80.0,0.0,1007.0,29.0,10.0,327.0,13.0,6.0,26,5,0.03333333333333333,0.20000000000000004,2
7.5,8.6,9.2,7.29,6.2,9.0,6.0,75.0,-24.0,7.9,39.7,90.9,87.4,20.0,20.0,9.0,73.0,0.0,1008.0,26.0,10.0,251.0,16.0,5.0,25.0,8.0,43.0,77.0,0.0,1008.0,29.0,10.0,270.0,6.0,6.0,26,5,0.03333333333333333,0.20000000000000004,2
7.5,8.6,9.2,7.29,6.2,9.0,6.0,75.0,-24.0,7.9,39.7,90.9,87.4,20.0,20.0,9.0,73.0,0.0,1008.0,26.0,10.0,251.0,16.0,5.0,25.0,8.0,43.0,77.0,0.0,1008.0,29.0,10.0,270.0,6.0,6.0,26,5,0.03333333333333333,0.20000000000000004,2
7.0,8.5,8.7,7.99,7.3,9.1,17.0,112.0,-21.0,7.9,39.7,90.9,87.4,24.0,22.0,12.0,57.0,0.0,1005.0,34.0,10.0,196.0,19.0,6.0,-1.0,8.0,0.0,5.0,0.0,999.0,42.0,10.0,271.0,7.0,8.0,26,5,0.03333333333333333,0.20000000000000004,2
7.0,8.5,8.7,7.99,7.3,9.1,17.0,112.0,-21.0,7.9,39.7,90.9,87.4,24.0,22.0,12.0,57.0,0.0,1005.0,34.0,10.0,196.0,19.0,6.0,-1.0,8.0,0.0,5.0,0.0,999.0,42.0,10.0,271.0,7.0,8.0,26,5,0.03333333333333333,0.20000000000000004,2
7.0,8.5,8.7,7.99,7.3,9.1,17.0,117.0,-17.0,7.9,39.7,90.9,87.4,27.0,17.0,61.0,79.0,0.0,1003.0,31.0,10.0,218.0,13.0,6.0,11.0,12.0,0.0,20.0,0.0,1001.0,38.0,10.0,319.0,10.0,8.0,26,5,0.03333333333333333,0.20000000000000004,2
7.0,8.5,8.7,7.99,7.3,9.1,17.0,117.0,-17.0,7.9,39.7,90.9,87.4,27.0,17.0,61.0,79.0,0.0,1003.0,31.0,10.0,218.0,13.0,6.0,11.0,12.0,0.0,20.0,0.0,1001.0,38.0,10.0,319.0,10.0,8.0,26,5,0.03333333333333333,0.20000000000000004,2
7.99,7.3,9.1,8.27,7.8,9.0,-5.0,0.0,-9.0,7.9,39.7,90.9,87.4,1.0,7.0,0.0,8.0,0.0,999.0,37.0,10.0,268.0,6.0,5.0,19.0,13.0,8.0,42.0,0.0,1004.0,33.0,10.0,174.0,11.0,7.0,26,5,0.03333333333333333,0.20000000000000004,2
7.99,7.3,9.1,8.27,7.8,9.0,-5.0,0.0,-9.0,7.9,39.7,90.9,87.4,1.0,7.0,0.0,8.0,0.0,999.0,37.0,10.0,268.0,6.0,5.0,19.0,13.0,8.0,42.0,0.0,1004.0,33.0,10.0,174.0,11.0,7.0,26,5,0.03333333333333333,0.20000000000000004,2
7.99,7.3,9.1,8.27,7.8,9.0,-1.0,109.0,-22.0,7.9,39.7,90.9,87.4,13.0,8.0,0.0,22.0,0.0,999.0,38.0,10.0,192.0,7.0,4.0,13.0,12.0,3.0,25.0,0.0,1003.0,37.0,10.0,217.0,10.0,6.0,26,5,0.03333333333333333,0.20000000000000004,2
7.99,7.3,9.1,8.27,7.8,9.0,-1.0,109.0,-22.0,7.9,39.7,90.9,87.4,13.0,8.0,0.0,22.0,0.0,999.0,38.0,10.0,192.0,7.0,4.0,13.0,12.0,3.0,25.0,0.0,1003.0,37.0,10.0,217.0,10.0,6.0,26,5,0.03333333333333333,0.20000000000000004,2
7.5,8.6,9.2,7.29,6.2,9.0,5.0,87.0,-17.0,7.9,39.7,90.9,87.4,21.0,9.0,19.0,75.0,0.0,1006.0,25.0,10.0,122.0,8.0,5.0,27.0,10.0,41.0,81.0,0.0,1006.0,30.0,10.0,271.0,8.0,6.0,27,5,0.0,0.1,1
7.5,8.6,9.2,7.29,6.2,9.0,2.0,78.0,-25.0,7.9,39.7,90.9,87.4,20.0,15.0,60.0,67.0,0.2,1008.0,27.0,9.0,275.0,12.0,5.0,26.0,8.0,52.0,80.0,0.0,1007.0,29.0,10.0,305.0,7.0,6.0,27,5,0.0,0.1,1
7.0,8.5,8.7,7.99,7.3,9.1,28.0,119.0,-4.0,7.9,39.7,90.9,87.4,24.0,24.0,3.0,56.0,0.0,1005.0,34.0,10.0,192.0,21.0,6.0,-3.0,10.0,0.0,5.0,0.0,999.0,42.0,10.0,225.0,9.0,8.0,27,5,0.0,0.1,1
7.0,8.5,8.7,7.99,7.3,9.1,18.0,119.0,-13.0,7.9,39.7,90.9,87.4,27.0,21.0,39.0,79.0,0.0,1003.0,31.0,10.0,190.0,16.0,6.0,9.0,9.0,0.0,15.0,0.0,1001.0,41.0,10.0,293.0,8.0,8.0,27,5,0.0,0.1,1
7.99,7.3,9.1,8.27,7.8,9.0,-1.0,110.0,-16.0,7.9,39.7,90.9,87.4,-2.0,6.0,0.0,6.0,0.0,999.0,37.0,10.0,181.0,5.0,5.0,19.0,10.0,6.0,43.0,0.0,1005.0,32.0,10.0,104.0,8.0,6.0,27,5,0.0,0.1,1
7.99,7.3,9.1,8.27,7.8,9.0,1.0,113.0,-16.0,7.9,39.7,90.9,87.4,9.0,8.0,0.0,16.0,0.0,999.0,40.0,10.0,334.0,7.0,4.0,18.0,13.0,4.0,33.0,0.0,1003.0,37.0,10.0,177.0,11.0,6.0,27,5,0.0,0.1,1
7.5,8.6,9.2,7.29,6.2,9.0,-1.0,82.0,-29.0,7.9,39.7,90.9,87.4,21.0,5.0,14.0,75.0,0.0,1005.0,25.0,10.0,212.0,4.0,4.0,26.0,10.0,82.0,80.0,0.1,1005.0,29.0,9.0,274.0,8.0,6.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.5,8.6,9.2,7.29,6.2,9.0,-1.0,82.0,-29.0,7.9,39.7,90.9,87.4,21.0,5.0,14.0,75.0,0.0,1005.0,25.0,10.0,212.0,4.0,4.0,26.0,10.0,82.0,80.0,0.1,1005.0,29.0,9.0,274.0,8.0,6.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.0,8.5,8.7,7.99,7.3,9.1,10.0,122.0,-18.0,7.9,39.7,90.9,87.4,23.0,20.0,7.0,54.0,0.0,1003.0,34.0,10.0,186.0,17.0,6.0,-3.0,8.0,0.0,5.0,0.0,998.0,41.0,10.0,57.0,7.0,8.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.0,8.5,8.7,7.99,7.3,9.1,10.0,122.0,-18.0,7.9,39.7,90.9,87.4,23.0,20.0,7.0,54.0,0.0,1003.0,34.0,10.0,186.0,17.0,6.0,-3.0,8.0,0.0,5.0,0.0,998.0,41.0,10.0,57.0,7.0,8.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.0,8.5,8.7,7.99,7.3,9.1,5.0,117.0,-29.0,7.9,39.7,90.9,87.4,26.0,18.0,2.0,73.0,0.0,1003.0,32.0,10.0,189.0,15.0,6.0,2.0,6.0,0.0,10.0,0.0,1001.0,40.0,10.0,151.0,5.0,7.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.0,8.5,8.7,7.99,7.3,9.1,5.0,117.0,-29.0,7.9,39.7,90.9,87.4,26.0,18.0,2.0,73.0,0.0,1003.0,32.0,10.0,189.0,15.0,6.0,2.0,6.0,0.0,10.0,0.0,1001.0,40.0,10.0,151.0,5.0,7.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.99,7.3,9.1,8.27,7.8,9.0,-6.0,105.0,-26.0,7.9,39.7,90.9,87.4,-1.0,4.0,0.0,8.0,0.0,997.0,34.0,10.0,105.0,4.0,4.0,19.0,13.0,3.0,41.0,0.0,1003.0,33.0,10.0,184.0,11.0,6.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.99,7.3,9.1,8.27,7.8,9.0,-6.0,105.0,-26.0,7.9,39.7,90.9,87.4,-1.0,4.0,0.0,8.0,0.0,997.0,34.0,10.0,105.0,4.0,4.0,19.0,13.0,3.0,41.0,0.0,1003.0,33.0,10.0,184.0,11.0,6.0,28,5,-0.013888888888888886,0.2777777777777777,2
7.5,8.6,9.2,7.29,6.2,9.0,3.0,78.0,-29.0,7.9,39.7,90.9,87.4,21.0,16.0,38.0,81.0,0.4,1007.0,24.0,9.0,253.0,12.0,5.0,26.0,11.0,32.0,76.0,0.0,1006.0,30.0,10.0,246.0,9.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.5,8.6,9.2,7.29,6.2,9.0,3.0,78.0,-29.0,7.9,39.7,90.9,87.4,21.0,16.0,38.0,81.0,0.4,1007.0,24.0,9.0,253.0,12.0,5.0,26.0,11.0,32.0,76.0,0.0,1006.0,30.0,10.0,246.0,9.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.5,8.6,9.2,7.29,6.2,9.0,8.0,75.0,-22.0,7.9,39.7,90.9,87.4,20.0,25.0,51.0,71.0,0.0,1007.0,25.0,9.0,244.0,20.0,5.0,25.0,8.0,45.0,78.0,0.0,1006.0,29.0,10.0,275.0,6.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.5,8.6,9.2,7.29,6.2,9.0,8.0,75.0,-22.0,7.9,39.7,90.9,87.4,20.0,25.0,51.0,71.0,0.0,1007.0,25.0,9.0,244.0,20.0,5.0,25.0,8.0,45.0,78.0,0.0,1006.0,29.0,10.0,275.0,6.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.0,8.5,8.7,7.99,7.3,9.1,18.0,0.0,-13.0,7.9,39.7,90.9,87.4,25.0,24.0,9.0,57.0,0.0,1004.0,35.0,10.0,191.0,21.0,6.0,17.0,13.0,4.0,25.0,0.0,1001.0,38.0,10.0,179.0,10.0,8.0,31,5,0.016666666666666666,0.26666666666666666,2
7.0,8.5,8.7,7.99,7.3,9.1,18.0,0.0,-13.0,7.9,39.7,90.9,87.4,25.0,24.0,9.0,57.0,0.0,1004.0,35.0,10.0,191.0,21.0,6.0,17.0,13.0,4.0,25.0,0.0,1001.0,38.0,10.0,179.0,10.0,8.0,31,5,0.016666666666666666,0.26666666666666666,2
7.0,8.5,8.7,7.99,7.3,9.1,28.0,115.0,-6.0,7.9,39.7,90.9,87.4,25.0,33.0,17.0,71.0,0.0,1003.0,31.0,10.0,189.0,24.0,6.0,8.0,15.0,0.0,13.0,0.0,998.0,43.0,10.0,302.0,13.0,8.0,31,5,0.016666666666666666,0.26666666666666666,2
7.0,8.5,8.7,7.99,7.3,9.1,28.0,115.0,-6.0,7.9,39.7,90.9,87.4,25.0,33.0,17.0,71.0,0.0,1003.0,31.0,10.0,189.0,24.0,6.0,8.0,15.0,0.0,13.0,0.0,998.0,43.0,10.0,302.0,13.0,8.0,31,5,0.016666666666666666,0.26666666666666666,2
7.99,7.3,9.1,8.27,7.8,9.0,-3.0,108.0,-19.0,7.9,39.7,90.9,87.4,16.0,17.0,4.0,30.0,0.4,1000.0,34.0,9.0,150.0,13.0,5.0,20.0,19.0,6.0,44.0,0.0,1004.0,34.0,10.0,265.0,17.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.99,7.3,9.1,8.27,7.8,9.0,-3.0,108.0,-19.0,7.9,39.7,90.9,87.4,16.0,17.0,4.0,30.0,0.4,1000.0,34.0,9.0,150.0,13.0,5.0,20.0,19.0,6.0,44.0,0.0,1004.0,34.0,10.0,265.0,17.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.99,7.3,9.1,8.27,7.8,9.0,3.0,112.0,-15.0,7.9,39.7,90.9,87.4,6.0,12.0,0.0,12.0,0.0,996.0,42.0,10.0,292.0,10.0,4.0,22.0,26.0,47.0,58.0,0.0,1003.0,31.0,10.0,175.0,22.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.99,7.3,9.1,8.27,7.8,9.0,3.0,112.0,-15.0,7.9,39.7,90.9,87.4,6.0,12.0,0.0,12.0,0.0,996.0,42.0,10.0,292.0,10.0,4.0,22.0,26.0,47.0,58.0,0.0,1003.0,31.0,10.0,175.0,22.0,6.0,31,5,0.016666666666666666,0.26666666666666666,2
7.5,8.6,9.2,7.29,6.2,9.0,1.0,83.0,-26.0,7.9,39.7,90.9,87.4,20.0,22.0,53.0,82.0,0.0,1009.0,24.0,10.0,256.0,18.0,5.0,26.0,10.0,14.0,74.0,0.0,1008.0,30.0,10.0,317.0,8.0,6.0,6,6,-0.30499999999999994,0.355,2
7.5,8.6,9.2,7.29,6.2,9.0,8.0,76.0,-21.0,7.9,39.7,90.9,87.4,20.0,20.0,14.0,70.0,0.0,1006.0,26.0,10.0,250.0,15.0,5.0,26.0,12.0,64.0,83.0,0.0,1006.0,30.0,10.0,245.0,9.0,6.0,6,6,-0.30499999999999994,0.355,2
7.0,8.5,8.7,7.99,7.3,9.1,12.0,115.0,-23.0,7.9,39.7,90.9,87.4,24.0,4.0,43.0,54.0,0.0,1006.0,34.0,10.0,131.0,4.0,6.0,19.0,9.0,22.0,30.0,0.0,1003.0,39.0,10.0,60.0,7.0,8.0,6,6,-0.30499999999999994,0.355,2
7.0,8.5,8.7,7.99,7.3,9.1,24.0,118.0,-9.0,7.9,39.7,90.9,87.4,25.0,26.0,80.0,74.0,3.3,1002.0,31.0,5.0,185.0,13.0,6.0,11.0,8.0,20.0,17.0,0.0,998.0,41.0,10.0,200.0,7.0,8.0,6,6,-0.30499999999999994,0.355,2
7.99,7.3,9.1,8.27,7.8,9.0,2.0,110.0,-13.0,7.9,39.7,90.9,87.4,20.0,16.0,8.0,39.0,0.0,1003.0,35.0,10.0,86.0,14.0,5.0,21.0,20.0,47.0,59.0,0.4,1006.0,30.0,10.0,267.0,15.0,6.0,6,6,-0.30499999999999994,0.355,2
7.99,7.3,9.1,8.27,7.8,9.0,17.0,112.0,0.0,7.9,39.7,90.9,87.4,10.0,7.0,1.0,15.0,0.0,996.0,42.0,10.0,243.0,6.0,5.0,19.0,26.0,6.0,44.0,0.0,1003.0,33.0,10.0,220.0,20.0,6.0,6,6,-0.30499999999999994,0.355,2
7.5,8.6,9.2,7.29,6.2,9.0,-4.0,74.0,-39.0,7.9,39.7,90.9,87.4,17.0,31.0,58.0,78.0,0.0,1010.0,21.0,10.0,261.0,24.0,4.0,24.0,41.0,68.0,81.0,0.0,1007.0,27.0,10.0,244.0,28.0,6.0,8,6,-0.2375,0.4125,1
7.5,8.6,9.2,7.29,6.2,9.0,2.0,76.0,-27.0,7.9,39.7,90.9,87.4,18.0,36.0,94.0,81.0,0.0,1007.0,21.0,8.0,259.0,27.0,5.0,25.0,60.0,62.0,82.0,2.0,1002.0,28.0,6.0,260.0,34.0,6.0,8,6,-0.2375,0.4125,1
7.0,8.5,8.7,7.99,7.3,9.1,12.0,116.0,-22.0,7.9,39.7,90.9,87.4,25.0,31.0,38.0,74.0,2.6,999.0,30.0,7.0,79.0,16.0,6.0,24.0,9.0,79.0,74.0,0.0,1000.0,29.0,10.0,129.0,8.0,8.0,8,6,-0.2375,0.4125,1
7.0,8.5,8.7,7.99,7.3,9.1,22.0,118.0,-10.0,7.9,39.7,90.9,87.4,26.0,11.0,74.0,78.0,0.1,994.0,31.0,9.0,82.0,8.0,6.0,24.0,6.0,62.0,56.0,0.4,994.0,34.0,9.0,119.0,5.0,8.0,8,6,-0.2375,0.4125,1
7.99,7.3,9.1,8.27,7.8,9.0,0.0,113.0,-12.0,7.9,39.7,90.9,87.4,24.0,7.0,54.0,73.0,0.0,999.0,29.0,10.0,167.0,6.0,5.0,19.0,31.0,75.0,64.0,0.0,1006.0,26.0,10.0,280.0,27.0,6.0,8,6,-0.2375,0.4125,1
7.99,7.3,9.1,8.27,7.8,9.0,11.0,104.0,-16.0,7.9,39.7,90.9,87.4,24.0,7.0,50.0,59.0,0.0,993.0,34.0,9.0,180.0,6.0,4.0,21.0,46.0,54.0,83.0,0.0,1002.0,24.0,10.0,269.0,33.0,6.0,8,6,-0.2375,0.4125,1
7.5,8.6,9.2,7.29,6.2,9.0,41.0,77.0,7.0,7.9,39.7,90.9,87.4,19.0,13.0,15.0,81.0,0.0,1015.0,22.0,10.0,85.0,10.0,5.0,24.0,11.0,8.0,70.0,0.0,1014.0,28.0,10.0,31.0,9.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.5,8.6,9.2,7.29,6.2,9.0,41.0,77.0,7.0,7.9,39.7,90.9,87.4,19.0,13.0,15.0,81.0,0.0,1015.0,22.0,10.0,85.0,10.0,5.0,24.0,11.0,8.0,70.0,0.0,1014.0,28.0,10.0,31.0,9.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.5,8.6,9.2,7.29,6.2,9.0,41.0,77.0,7.0,7.9,39.7,90.9,87.4,19.0,13.0,15.0,81.0,0.0,1015.0,22.0,10.0,85.0,10.0,5.0,24.0,11.0,8.0,70.0,0.0,1014.0,28.0,10.0,31.0,9.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.5,8.6,9.2,7.29,6.2,9.0,7.0,70.0,-39.0,7.9,39.7,90.9,87.4,17.0,4.0,21.0,77.0,0.0,1011.0,21.0,10.0,164.0,3.0,5.0,23.0,6.0,17.0,72.0,0.0,1009.0,28.0,10.0,85.0,5.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.5,8.6,9.2,7.29,6.2,9.0,7.0,70.0,-39.0,7.9,39.7,90.9,87.4,17.0,4.0,21.0,77.0,0.0,1011.0,21.0,10.0,164.0,3.0,5.0,23.0,6.0,17.0,72.0,0.0,1009.0,28.0,10.0,85.0,5.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.5,8.6,9.2,7.29,6.2,9.0,7.0,70.0,-39.0,7.9,39.7,90.9,87.4,17.0,4.0,21.0,77.0,0.0,1011.0,21.0,10.0,164.0,3.0,5.0,23.0,6.0,17.0,72.0,0.0,1009.0,28.0,10.0,85.0,5.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.0,8.5,8.7,7.99,7.3,9.1,5.0,111.0,-34.0,7.9,39.7,90.9,87.4,23.0,9.0,12.0,69.0,0.0,1014.0,28.0,10.0,243.0,8.0,6.0,6.0,17.0,0.0,25.0,0.0,1015.0,25.0,10.0,307.0,15.0,8.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.0,8.5,8.7,7.99,7.3,9.1,5.0,111.0,-34.0,7.9,39.7,90.9,87.4,23.0,9.0,12.0,69.0,0.0,1014.0,28.0,10.0,243.0,8.0,6.0,6.0,17.0,0.0,25.0,0.0,1015.0,25.0,10.0,307.0,15.0,8.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.0,8.5,8.7,7.99,7.3,9.1,5.0,111.0,-34.0,7.9,39.7,90.9,87.4,23.0,9.0,12.0,69.0,0.0,1014.0,28.0,10.0,243.0,8.0,6.0,6.0,17.0,0.0,25.0,0.0,1015.0,25.0,10.0,307.0,15.0,8.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.0,8.5,8.7,7.99,7.3,9.1,15.0,117.0,-18.0,7.9,39.7,90.9,87.4,18.0,10.0,1.0,60.0,0.0,1010.0,27.0,10.0,233.0,8.0,6.0,9.0,8.0,3.0,31.0,0.0,1010.0,28.0,10.0,209.0,7.0,8.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.0,8.5,8.7,7.99,7.3,9.1,15.0,117.0,-18.0,7.9,39.7,90.9,87.4,18.0,10.0,1.0,60.0,0.0,1010.0,27.0,10.0,233.0,8.0,6.0,9.0,8.0,3.0,31.0,0.0,1010.0,28.0,10.0,209.0,7.0,8.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.0,8.5,8.7,7.99,7.3,9.1,15.0,117.0,-18.0,7.9,39.7,90.9,87.4,18.0,10.0,1.0,60.0,0.0,1010.0,27.0,10.0,233.0,8.0,6.0,9.0,8.0,3.0,31.0,0.0,1010.0,28.0,10.0,209.0,7.0,8.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,114.0,-7.0,7.9,39.7,90.9,87.4,7.0,13.0,0.0,32.0,0.0,1014.0,21.0,10.0,302.0,11.0,5.0,19.0,12.0,24.0,59.0,0.0,1014.0,28.0,10.0,107.0,10.0,7.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,114.0,-7.0,7.9,39.7,90.9,87.4,7.0,13.0,0.0,32.0,0.0,1014.0,21.0,10.0,302.0,11.0,5.0,19.0,12.0,24.0,59.0,0.0,1014.0,28.0,10.0,107.0,10.0,7.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.99,7.3,9.1,8.27,7.8,9.0,4.0,114.0,-7.0,7.9,39.7,90.9,87.4,7.0,13.0,0.0,32.0,0.0,1014.0,21.0,10.0,302.0,11.0,5.0,19.0,12.0,24.0,59.0,0.0,1014.0,28.0,10.0,107.0,10.0,7.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.99,7.3,9.1,8.27,7.8,9.0,-6.0,104.0,-32.0,7.9,39.7,90.9,87.4,8.0,4.0,3.0,29.0,0.0,1008.0,28.0,10.0,230.0,4.0,4.0,20.0,5.0,10.0,77.0,0.0,1010.0,24.0,10.0,352.0,4.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.99,7.3,9.1,8.27,7.8,9.0,-6.0,104.0,-32.0,7.9,39.7,90.9,87.4,8.0,4.0,3.0,29.0,0.0,1008.0,28.0,10.0,230.0,4.0,4.0,20.0,5.0,10.0,77.0,0.0,1010.0,24.0,10.0,352.0,4.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
7.99,7.3,9.1,8.27,7.8,9.0,-6.0,104.0,-32.0,7.9,39.7,90.9,87.4,8.0,4.0,3.0,29.0,0.0,1008.0,28.0,10.0,230.0,4.0,4.0,20.0,5.0,10.0,77.0,0.0,1010.0,24.0,10.0,352.0,4.0,6.0,11,6,-0.013888888888888886,0.3993055555555556,3
