D_Airport Rating,D_Airport On Time Rating,D_Airport Service Rating,A_Airport Rating,A_Airport On Time Rating,A_Airport Service Rating,D_Delay,Duration,A_Delay,C_Rating,C_Market Share,C_Load Factor,C_On Time Performance Rating,D_DewPointC,D_WindGustKmph,D_cloudcover,D_humidity,D_precipMM,D_pressure,D_tempC,D_visibility,D_winddirDegree,D_windspeedKmph,D_Time,A_DewPointC,A_WindGustKmph,A_cloudcover,A_humidity,A_precipMM,A_pressure,A_tempC,A_visibility,A_winddirDegree,A_windspeedKmph,A_Time,day,month,polarity,subjectivity,tweet_volume
7.5,8.6,9.2,7.29,6.2,9.0,3.0,73.0,-29.0,7.9,39.7,90.9,87.4,18.0,11.0,5.0,61.0,0.0,1012.0,26.0,10.0,199.0,10.0,5.0,20.0,7.0,32.0,61.0,0.0,1011.0,28.0,10.0,344.0,6.0,6.0,4,2,0.1,0.15416666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,3.0,73.0,-29.0,7.9,39.7,90.9,87.4,18.0,11.0,5.0,61.0,0.0,1012.0,26.0,10.0,199.0,10.0,5.0,20.0,7.0,32.0,61.0,0.0,1011.0,28.0,10.0,344.0,6.0,6.0,4,2,0.1,0.15416666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,3.0,73.0,-29.0,7.9,39.7,90.9,87.4,18.0,11.0,5.0,61.0,0.0,1012.0,26.0,10.0,199.0,10.0,5.0,20.0,7.0,32.0,61.0,0.0,1011.0,28.0,10.0,344.0,6.0,6.0,4,2,0.1,0.15416666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,14.0,129.0,-7.0,7.9,39.7,90.9,87.4,22.0,17.0,19.0,74.0,0.0,1009.0,27.0,10.0,161.0,12.0,6.0,6.0,5.0,0.0,21.0,0.0,1010.0,32.0,10.0,288.0,4.0,8.0,4,2,0.1,0.15416666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,14.0,129.0,-7.0,7.9,39.7,90.9,87.4,22.0,17.0,19.0,74.0,0.0,1009.0,27.0,10.0,161.0,12.0,6.0,6.0,5.0,0.0,21.0,0.0,1010.0,32.0,10.0,288.0,4.0,8.0,4,2,0.1,0.15416666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,14.0,129.0,-7.0,7.9,39.7,90.9,87.4,22.0,17.0,19.0,74.0,0.0,1009.0,27.0,10.0,161.0,12.0,6.0,6.0,5.0,0.0,21.0,0.0,1010.0,32.0,10.0,288.0,4.0,8.0,4,2,0.1,0.15416666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,9.0,112.0,-9.0,7.9,39.7,90.9,87.4,14.0,12.0,0.0,35.0,0.0,1010.0,27.0,10.0,113.0,11.0,5.0,21.0,15.0,0.0,59.0,0.0,1010.0,28.0,10.0,144.0,13.0,6.0,4,2,0.1,0.15416666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,9.0,112.0,-9.0,7.9,39.7,90.9,87.4,14.0,12.0,0.0,35.0,0.0,1010.0,27.0,10.0,113.0,11.0,5.0,21.0,15.0,0.0,59.0,0.0,1010.0,28.0,10.0,144.0,13.0,6.0,4,2,0.1,0.15416666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,9.0,112.0,-9.0,7.9,39.7,90.9,87.4,14.0,12.0,0.0,35.0,0.0,1010.0,27.0,10.0,113.0,11.0,5.0,21.0,15.0,0.0,59.0,0.0,1010.0,28.0,10.0,144.0,13.0,6.0,4,2,0.1,0.15416666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,8.0,115.0,-7.0,7.9,39.7,90.9,87.4,6.0,6.0,0.0,22.0,0.0,1007.0,30.0,10.0,334.0,6.0,5.0,14.0,22.0,0.0,36.0,0.0,1008.0,30.0,10.0,187.0,15.0,6.0,4,2,0.1,0.15416666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,8.0,115.0,-7.0,7.9,39.7,90.9,87.4,6.0,6.0,0.0,22.0,0.0,1007.0,30.0,10.0,334.0,6.0,5.0,14.0,22.0,0.0,36.0,0.0,1008.0,30.0,10.0,187.0,15.0,6.0,4,2,0.1,0.15416666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,8.0,115.0,-7.0,7.9,39.7,90.9,87.4,6.0,6.0,0.0,22.0,0.0,1007.0,30.0,10.0,334.0,6.0,5.0,14.0,22.0,0.0,36.0,0.0,1008.0,30.0,10.0,187.0,15.0,6.0,4,2,0.1,0.15416666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,3.0,81.0,-22.0,7.9,39.7,90.9,87.4,18.0,26.0,42.0,77.0,0.0,1011.0,22.0,10.0,266.0,21.0,5.0,24.0,33.0,45.0,81.0,0.1,1008.0,28.0,9.0,245.0,22.0,6.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.5,8.6,9.2,7.29,6.2,9.0,3.0,81.0,-22.0,7.9,39.7,90.9,87.4,18.0,26.0,42.0,77.0,0.0,1011.0,22.0,10.0,266.0,21.0,5.0,24.0,33.0,45.0,81.0,0.1,1008.0,28.0,9.0,245.0,22.0,6.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.5,8.6,9.2,7.29,6.2,9.0,24.0,79.0,-11.0,7.9,39.7,90.9,87.4,17.0,30.0,70.0,80.0,0.0,1009.0,21.0,10.0,255.0,24.0,5.0,24.0,72.0,81.0,80.0,2.2,1004.0,28.0,7.0,253.0,39.0,6.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.5,8.6,9.2,7.29,6.2,9.0,24.0,79.0,-11.0,7.9,39.7,90.9,87.4,17.0,30.0,70.0,80.0,0.0,1009.0,21.0,10.0,255.0,24.0,5.0,24.0,72.0,81.0,80.0,2.2,1004.0,28.0,7.0,253.0,39.0,6.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.0,8.5,8.7,7.99,7.3,9.1,13.0,125.0,-12.0,7.9,39.7,90.9,87.4,24.0,19.0,84.0,75.0,0.0,1002.0,28.0,10.0,236.0,14.0,6.0,22.0,26.0,8.0,50.0,0.0,999.0,34.0,10.0,280.0,22.0,8.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.0,8.5,8.7,7.99,7.3,9.1,13.0,125.0,-12.0,7.9,39.7,90.9,87.4,24.0,19.0,84.0,75.0,0.0,1002.0,28.0,10.0,236.0,14.0,6.0,22.0,26.0,8.0,50.0,0.0,999.0,34.0,10.0,280.0,22.0,8.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.0,8.5,8.7,7.99,7.3,9.1,13.0,117.0,-20.0,7.9,39.7,90.9,87.4,25.0,9.0,42.0,79.0,0.0,999.0,29.0,10.0,181.0,7.0,6.0,22.0,12.0,67.0,53.0,0.1,997.0,34.0,9.0,107.0,10.0,8.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.0,8.5,8.7,7.99,7.3,9.1,13.0,117.0,-20.0,7.9,39.7,90.9,87.4,25.0,9.0,42.0,79.0,0.0,999.0,29.0,10.0,181.0,7.0,6.0,22.0,12.0,67.0,53.0,0.1,997.0,34.0,9.0,107.0,10.0,8.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.99,7.3,9.1,8.27,7.8,9.0,14.0,121.0,6.0,7.9,39.7,90.9,87.4,22.0,18.0,11.0,54.0,0.0,998.0,32.0,10.0,268.0,15.0,5.0,20.0,31.0,53.0,63.0,0.0,1008.0,27.0,10.0,279.0,27.0,7.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.99,7.3,9.1,8.27,7.8,9.0,14.0,121.0,6.0,7.9,39.7,90.9,87.4,22.0,18.0,11.0,54.0,0.0,998.0,32.0,10.0,268.0,15.0,5.0,20.0,31.0,53.0,63.0,0.0,1008.0,27.0,10.0,279.0,27.0,7.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.99,7.3,9.1,8.27,7.8,9.0,3.0,124.0,-3.0,7.9,39.7,90.9,87.4,24.0,11.0,74.0,61.0,0.2,996.0,32.0,9.0,109.0,9.0,4.0,20.0,41.0,84.0,87.0,0.4,1004.0,22.0,8.0,261.0,30.0,7.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.99,7.3,9.1,8.27,7.8,9.0,3.0,124.0,-3.0,7.9,39.7,90.9,87.4,24.0,11.0,74.0,61.0,0.2,996.0,32.0,9.0,109.0,9.0,4.0,20.0,41.0,84.0,87.0,0.4,1004.0,22.0,8.0,261.0,30.0,7.0,8,2,-0.033333333333333354,0.44333333333333336,2
7.5,8.6,9.2,7.29,6.2,9.0,3.0,90.0,-12.0,7.9,39.7,90.9,87.4,19.0,16.0,31.0,83.0,0.0,1012.0,22.0,10.0,275.0,14.0,5.0,23.0,35.0,38.0,83.0,1.6,1010.0,26.0,7.0,248.0,21.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,3.0,90.0,-12.0,7.9,39.7,90.9,87.4,19.0,16.0,31.0,83.0,0.0,1012.0,22.0,10.0,275.0,14.0,5.0,23.0,35.0,38.0,83.0,1.6,1010.0,26.0,7.0,248.0,21.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,3.0,90.0,-12.0,7.9,39.7,90.9,87.4,19.0,16.0,31.0,83.0,0.0,1012.0,22.0,10.0,275.0,14.0,5.0,23.0,35.0,38.0,83.0,1.6,1010.0,26.0,7.0,248.0,21.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,8.0,86.0,-21.0,7.9,39.7,90.9,87.4,19.0,30.0,94.0,89.0,0.0,1009.0,21.0,10.0,252.0,23.0,5.0,24.0,28.0,66.0,80.0,1.1,1005.0,28.0,8.0,230.0,18.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,8.0,86.0,-21.0,7.9,39.7,90.9,87.4,19.0,30.0,94.0,89.0,0.0,1009.0,21.0,10.0,252.0,23.0,5.0,24.0,28.0,66.0,80.0,1.1,1005.0,28.0,8.0,230.0,18.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,8.0,86.0,-21.0,7.9,39.7,90.9,87.4,19.0,30.0,94.0,89.0,0.0,1009.0,21.0,10.0,252.0,23.0,5.0,24.0,28.0,66.0,80.0,1.1,1005.0,28.0,8.0,230.0,18.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,-1.0,125.0,-27.0,7.9,39.7,90.9,87.4,25.0,20.0,80.0,83.0,0.4,1004.0,28.0,10.0,154.0,15.0,6.0,24.0,9.0,45.0,63.0,0.0,1003.0,31.0,9.0,254.0,6.0,8.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,-1.0,125.0,-27.0,7.9,39.7,90.9,87.4,25.0,20.0,80.0,83.0,0.4,1004.0,28.0,10.0,154.0,15.0,6.0,24.0,9.0,45.0,63.0,0.0,1003.0,31.0,9.0,254.0,6.0,8.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,-1.0,125.0,-27.0,7.9,39.7,90.9,87.4,25.0,20.0,80.0,83.0,0.4,1004.0,28.0,10.0,154.0,15.0,6.0,24.0,9.0,45.0,63.0,0.0,1003.0,31.0,9.0,254.0,6.0,8.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,11.0,122.0,-17.0,7.9,39.7,90.9,87.4,25.0,8.0,44.0,82.0,0.0,1002.0,29.0,10.0,95.0,6.0,6.0,24.0,9.0,31.0,60.0,0.0,1002.0,33.0,9.0,123.0,6.0,8.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,11.0,122.0,-17.0,7.9,39.7,90.9,87.4,25.0,8.0,44.0,82.0,0.0,1002.0,29.0,10.0,95.0,6.0,6.0,24.0,9.0,31.0,60.0,0.0,1002.0,33.0,9.0,123.0,6.0,8.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.0,8.5,8.7,7.99,7.3,9.1,11.0,122.0,-17.0,7.9,39.7,90.9,87.4,25.0,8.0,44.0,82.0,0.0,1002.0,29.0,10.0,95.0,6.0,6.0,24.0,9.0,31.0,60.0,0.0,1002.0,33.0,9.0,123.0,6.0,8.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,3.0,0.0,-7.0,7.9,39.7,90.9,87.4,24.0,6.0,39.0,74.0,0.0,1001.0,28.0,9.0,47.0,4.0,4.0,20.0,24.0,41.0,72.0,0.0,1009.0,25.0,10.0,290.0,21.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,3.0,0.0,-7.0,7.9,39.7,90.9,87.4,24.0,6.0,39.0,74.0,0.0,1001.0,28.0,9.0,47.0,4.0,4.0,20.0,24.0,41.0,72.0,0.0,1009.0,25.0,10.0,290.0,21.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,3.0,0.0,-7.0,7.9,39.7,90.9,87.4,24.0,6.0,39.0,74.0,0.0,1001.0,28.0,9.0,47.0,4.0,4.0,20.0,24.0,41.0,72.0,0.0,1009.0,25.0,10.0,290.0,21.0,6.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,71.0,105.0,46.0,7.9,39.7,90.9,87.4,25.0,13.0,55.0,69.0,1.5,1001.0,31.0,8.0,117.0,8.0,6.0,21.0,37.0,79.0,88.0,1.7,1006.0,23.0,6.0,275.0,27.0,7.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,71.0,105.0,46.0,7.9,39.7,90.9,87.4,25.0,13.0,55.0,69.0,1.5,1001.0,31.0,8.0,117.0,8.0,6.0,21.0,37.0,79.0,88.0,1.7,1006.0,23.0,6.0,275.0,27.0,7.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.99,7.3,9.1,8.27,7.8,9.0,71.0,105.0,46.0,7.9,39.7,90.9,87.4,25.0,13.0,55.0,69.0,1.5,1001.0,31.0,8.0,117.0,8.0,6.0,21.0,37.0,79.0,88.0,1.7,1006.0,23.0,6.0,275.0,27.0,7.0,9,2,-0.014583333333333337,0.2666666666666667,3
7.5,8.6,9.2,7.29,6.2,9.0,8.0,83.0,-14.0,7.9,39.7,90.9,87.4,20.0,11.0,20.0,79.0,0.0,1012.0,23.0,10.0,102.0,9.0,5.0,25.0,7.0,15.0,71.0,0.1,1011.0,29.0,9.0,37.0,6.0,6.0,10,2,-0.21,0.3628571428571429,1
7.5,8.6,9.2,7.29,6.2,9.0,6.0,97.0,-11.0,7.9,39.7,90.9,87.4,19.0,12.0,83.0,87.0,0.4,1013.0,22.0,9.0,214.0,8.0,5.0,23.0,3.0,39.0,77.0,0.0,1012.0,28.0,10.0,251.0,3.0,6.0,10,2,-0.21,0.3628571428571429,1
7.0,8.5,8.7,7.99,7.3,9.1,3.0,129.0,-18.0,7.9,39.7,90.9,87.4,24.0,14.0,4.0,65.0,0.0,1011.0,31.0,10.0,246.0,12.0,6.0,16.0,5.0,3.0,32.0,0.0,1010.0,33.0,10.0,236.0,5.0,8.0,10,2,-0.21,0.3628571428571429,1
7.0,8.5,8.7,7.99,7.3,9.1,5.0,118.0,-27.0,7.9,39.7,90.9,87.4,24.0,8.0,29.0,82.0,0.0,1008.0,27.0,10.0,339.0,5.0,6.0,22.0,6.0,42.0,66.0,0.0,1009.0,29.0,10.0,156.0,5.0,8.0,10,2,-0.21,0.3628571428571429,1
7.99,7.3,9.1,8.27,7.8,9.0,8.0,121.0,-1.0,7.9,39.7,90.9,87.4,19.0,2.0,3.0,46.0,0.0,1009.0,29.0,10.0,163.0,2.0,5.0,21.0,10.0,16.0,65.0,0.0,1012.0,28.0,10.0,120.0,8.0,7.0,10,2,-0.21,0.3628571428571429,1
7.5,8.6,9.2,7.29,6.2,9.0,6.0,83.0,-16.0,7.9,39.7,90.9,87.4,19.0,14.0,51.0,84.0,0.0,1013.0,22.0,10.0,92.0,12.0,5.0,20.0,12.0,12.0,55.0,0.0,1012.0,28.0,10.0,81.0,10.0,6.0,11,2,-0.3333333333333333,0.5399999999999999,2
7.5,8.6,9.2,7.29,6.2,9.0,8.0,82.0,-25.0,7.9,39.7,90.9,87.4,18.0,5.0,20.0,85.0,0.0,1013.0,21.0,10.0,128.0,3.0,5.0,22.0,15.0,12.0,72.0,0.0,1010.0,27.0,10.0,141.0,12.0,6.0,11,2,-0.3333333333333333,0.5399999999999999,2
7.0,8.5,8.7,7.99,7.3,9.1,6.0,125.0,-19.0,7.9,39.7,90.9,87.4,23.0,9.0,8.0,71.0,0.0,1015.0,27.0,10.0,350.0,8.0,6.0,10.0,7.0,5.0,29.0,0.0,1014.0,29.0,10.0,203.0,6.0,8.0,11,2,-0.3333333333333333,0.5399999999999999,2
7.0,8.5,8.7,7.99,7.3,9.1,4.0,124.0,-22.0,7.9,39.7,90.9,87.4,20.0,10.0,5.0,73.0,0.0,1013.0,25.0,10.0,327.0,7.0,6.0,11.0,4.0,5.0,31.0,0.0,1012.0,30.0,10.0,241.0,3.0,8.0,11,2,-0.3333333333333333,0.5399999999999999,2
7.99,7.3,9.1,8.27,7.8,9.0,9.0,124.0,3.0,7.9,39.7,90.9,87.4,12.0,11.0,4.0,40.0,0.0,1014.0,24.0,10.0,128.0,10.0,5.0,19.0,16.0,26.0,66.0,0.0,1013.0,26.0,10.0,106.0,14.0,7.0,11,2,-0.3333333333333333,0.5399999999999999,2
7.99,7.3,9.1,8.27,7.8,9.0,31.0,102.0,3.0,7.9,39.7,90.9,87.4,10.0,3.0,5.0,31.0,0.0,1010.0,29.0,10.0,179.0,2.0,5.0,21.0,13.0,51.0,82.0,0.3,1013.0,24.0,10.0,136.0,10.0,7.0,11,2,-0.3333333333333333,0.5399999999999999,2
7.5,8.6,9.2,7.29,6.2,9.0,-3.0,83.0,-25.0,7.9,39.7,90.9,87.4,15.0,18.0,35.0,79.0,0.0,1019.0,19.0,10.0,91.0,14.0,5.0,13.0,17.0,5.0,46.0,0.0,1019.0,24.0,10.0,42.0,14.0,6.0,14,2,0.375,0.625,1
7.5,8.6,9.2,7.29,6.2,9.0,7.0,80.0,-28.0,7.9,39.7,90.9,87.4,11.0,18.0,4.0,55.0,0.0,1017.0,20.0,18.0,96.0,12.0,5.0,18.0,18.0,4.0,64.0,0.0,1016.0,25.0,17.0,235.0,15.0,6.0,14,2,0.375,0.625,1
7.0,8.5,8.7,7.99,7.3,9.1,5.0,141.0,-4.0,7.9,39.7,90.9,87.4,12.0,17.0,5.0,46.0,0.0,1020.0,24.0,10.0,330.0,15.0,6.0,10.0,16.0,0.0,49.0,0.0,1023.0,18.0,10.0,298.0,14.0,8.0,14,2,0.375,0.625,1
7.0,8.5,8.7,7.99,7.3,9.1,5.0,132.0,-13.0,7.9,39.7,90.9,87.4,9.0,9.0,2.0,38.0,0.0,1017.0,24.0,17.0,320.0,6.0,6.0,13.0,16.0,80.0,71.0,1.0,1016.0,18.0,10.0,116.0,10.0,8.0,14,2,0.375,0.625,1
7.99,7.3,9.1,8.27,7.8,9.0,6.0,100.0,-24.0,7.9,39.7,90.9,87.4,12.0,12.0,0.0,69.0,0.0,1022.0,13.0,10.0,296.0,10.0,5.0,16.0,17.0,7.0,71.0,0.0,1020.0,21.0,10.0,69.0,14.0,6.0,14,2,0.375,0.625,1
7.99,7.3,9.1,8.27,7.8,9.0,-6.0,105.0,-31.0,7.9,39.7,90.9,87.4,12.0,12.0,78.0,64.0,0.2,1016.0,19.0,15.0,125.0,8.0,4.0,17.0,12.0,0.0,68.0,0.0,1016.0,23.0,17.0,149.0,10.0,6.0,14,2,0.375,0.625,1
7.5,8.6,9.2,7.29,6.2,9.0,0.0,86.0,-19.0,7.9,39.7,90.9,87.4,11.0,10.0,35.0,54.0,0.0,1016.0,20.0,10.0,63.0,7.0,5.0,18.0,9.0,3.0,52.0,0.0,1015.0,26.0,10.0,29.0,8.0,6.0,17,2,-0.2,0.5625,1
7.5,8.6,9.2,7.29,6.2,9.0,-1.0,75.0,-41.0,7.9,39.7,90.9,87.4,16.0,11.0,77.0,62.0,0.0,1014.0,24.0,18.0,180.0,8.0,4.0,14.0,8.0,0.0,47.0,0.0,1015.0,27.0,17.0,10.0,7.0,6.0,17,2,-0.2,0.5625,1
7.0,8.5,8.7,7.99,7.3,9.1,2.0,123.0,-25.0,7.9,39.7,90.9,87.4,10.0,10.0,0.0,36.0,0.0,1015.0,23.0,10.0,322.0,9.0,6.0,11.0,12.0,1.0,39.0,0.0,1014.0,22.0,10.0,268.0,10.0,8.0,17,2,-0.2,0.5625,1
7.0,8.5,8.7,7.99,7.3,9.1,9.0,144.0,2.0,7.9,39.7,90.9,87.4,16.0,9.0,43.0,70.0,0.0,1014.0,22.0,16.0,280.0,6.0,6.0,11.0,16.0,6.0,73.0,0.0,1015.0,16.0,12.0,288.0,13.0,8.0,17,2,-0.2,0.5625,1
7.99,7.3,9.1,8.27,7.8,9.0,3.0,109.0,-18.0,7.9,39.7,90.9,87.4,11.0,6.0,1.0,52.0,0.0,1013.0,15.0,10.0,254.0,5.0,4.0,4.0,7.0,0.0,23.0,0.0,1015.0,23.0,10.0,0.0,6.0,6.0,17,2,-0.2,0.5625,1
7.5,8.6,9.2,7.29,6.2,9.0,12.0,79.0,-14.0,7.9,39.7,90.9,87.4,12.0,14.0,0.0,60.0,0.0,1015.0,19.0,10.0,98.0,12.0,5.0,17.0,11.0,5.0,50.0,0.0,1013.0,27.0,10.0,25.0,9.0,6.0,24,2,0.012500000000000002,0.17916666666666667,2
7.5,8.6,9.2,7.29,6.2,9.0,12.0,79.0,-14.0,7.9,39.7,90.9,87.4,12.0,14.0,0.0,60.0,0.0,1015.0,19.0,10.0,98.0,12.0,5.0,17.0,11.0,5.0,50.0,0.0,1013.0,27.0,10.0,25.0,9.0,6.0,24,2,0.012500000000000002,0.17916666666666667,2
7.5,8.6,9.2,7.29,6.2,9.0,4.0,97.0,-15.0,7.9,39.7,90.9,87.4,7.0,12.0,0.0,36.0,0.0,1013.0,23.0,10.0,116.0,8.0,5.0,16.0,22.0,14.0,51.0,0.0,1011.0,27.0,10.0,240.0,15.0,6.0,24,2,0.012500000000000002,0.17916666666666667,2
7.5,8.6,9.2,7.29,6.2,9.0,4.0,97.0,-15.0,7.9,39.7,90.9,87.4,7.0,12.0,0.0,36.0,0.0,1013.0,23.0,10.0,116.0,8.0,5.0,16.0,22.0,14.0,51.0,0.0,1011.0,27.0,10.0,240.0,15.0,6.0,24,2,0.012500000000000002,0.17916666666666667,2
7.0,8.5,8.7,7.99,7.3,9.1,2.0,125.0,-23.0,7.9,39.7,90.9,87.4,18.0,11.0,4.0,50.0,0.0,1014.0,27.0,10.0,218.0,10.0,6.0,14.0,13.0,43.0,46.0,0.0,1013.0,26.0,9.0,132.0,10.0,8.0,24,2,0.012500000000000002,0.17916666666666667,2
7.0,8.5,8.7,7.99,7.3,9.1,2.0,125.0,-23.0,7.9,39.7,90.9,87.4,18.0,11.0,4.0,50.0,0.0,1014.0,27.0,10.0,218.0,10.0,6.0,14.0,13.0,43.0,46.0,0.0,1013.0,26.0,9.0,132.0,10.0,8.0,24,2,0.012500000000000002,0.17916666666666667,2
7.0,8.5,8.7,7.99,7.3,9.1,10.0,124.0,-17.0,7.9,39.7,90.9,87.4,11.0,14.0,7.0,39.0,0.0,1012.0,26.0,10.0,18.0,10.0,6.0,8.0,10.0,24.0,55.0,0.0,1012.0,18.0,10.0,305.0,8.0,8.0,24,2,0.012500000000000002,0.17916666666666667,2
7.0,8.5,8.7,7.99,7.3,9.1,10.0,124.0,-17.0,7.9,39.7,90.9,87.4,11.0,14.0,7.0,39.0,0.0,1012.0,26.0,10.0,18.0,10.0,6.0,8.0,10.0,24.0,55.0,0.0,1012.0,18.0,10.0,305.0,8.0,8.0,24,2,0.012500000000000002,0.17916666666666667,2
7.99,7.3,9.1,8.27,7.8,9.0,20.0,112.0,2.0,7.9,39.7,90.9,87.4,13.0,17.0,40.0,55.0,0.0,1012.0,22.0,9.0,135.0,11.0,5.0,10.0,17.0,0.0,36.0,0.0,1015.0,26.0,10.0,131.0,15.0,7.0,24,2,0.012500000000000002,0.17916666666666667,2
7.99,7.3,9.1,8.27,7.8,9.0,20.0,112.0,2.0,7.9,39.7,90.9,87.4,13.0,17.0,40.0,55.0,0.0,1012.0,22.0,9.0,135.0,11.0,5.0,10.0,17.0,0.0,36.0,0.0,1015.0,26.0,10.0,131.0,15.0,7.0,24,2,0.012500000000000002,0.17916666666666667,2
7.99,7.3,9.1,8.27,7.8,9.0,-2.0,101.0,-31.0,7.9,39.7,90.9,87.4,8.0,13.0,66.0,57.0,0.0,1012.0,16.0,10.0,315.0,9.0,4.0,6.0,16.0,9.0,26.0,0.0,1011.0,27.0,10.0,193.0,11.0,6.0,24,2,0.012500000000000002,0.17916666666666667,2
7.99,7.3,9.1,8.27,7.8,9.0,-2.0,101.0,-31.0,7.9,39.7,90.9,87.4,8.0,13.0,66.0,57.0,0.0,1012.0,16.0,10.0,315.0,9.0,4.0,6.0,16.0,9.0,26.0,0.0,1011.0,27.0,10.0,193.0,11.0,6.0,24,2,0.012500000000000002,0.17916666666666667,2
7.5,8.6,9.2,7.29,6.2,9.0,7.0,81.0,-17.0,7.9,39.7,90.9,87.4,12.0,16.0,0.0,62.0,0.0,1016.0,19.0,10.0,89.0,13.0,5.0,17.0,13.0,5.0,49.0,0.0,1015.0,27.0,10.0,44.0,10.0,6.0,25,2,0.12595238095238093,0.4499206349206349,2
7.5,8.6,9.2,7.29,6.2,9.0,7.0,81.0,-17.0,7.9,39.7,90.9,87.4,12.0,16.0,0.0,62.0,0.0,1016.0,19.0,10.0,89.0,13.0,5.0,17.0,13.0,5.0,49.0,0.0,1015.0,27.0,10.0,44.0,10.0,6.0,25,2,0.12595238095238093,0.4499206349206349,2
7.5,8.6,9.2,7.29,6.2,9.0,13.0,90.0,-12.0,7.9,39.7,90.9,87.4,8.0,17.0,0.0,38.0,0.0,1013.0,23.0,10.0,134.0,10.0,5.0,16.0,12.0,0.0,47.0,0.0,1011.0,28.0,10.0,6.0,10.0,6.0,25,2,0.12595238095238093,0.4499206349206349,2
7.5,8.6,9.2,7.29,6.2,9.0,13.0,90.0,-12.0,7.9,39.7,90.9,87.4,8.0,17.0,0.0,38.0,0.0,1013.0,23.0,10.0,134.0,10.0,5.0,16.0,12.0,0.0,47.0,0.0,1011.0,28.0,10.0,6.0,10.0,6.0,25,2,0.12595238095238093,0.4499206349206349,2
7.0,8.5,8.7,7.99,7.3,9.1,-2.0,131.0,-21.0,7.9,39.7,90.9,87.4,12.0,14.0,3.0,31.0,0.0,1014.0,29.0,10.0,207.0,12.0,6.0,15.0,9.0,3.0,47.0,0.3,1016.0,24.0,9.0,6.0,7.0,8.0,25,2,0.12595238095238093,0.4499206349206349,2
7.0,8.5,8.7,7.99,7.3,9.1,-2.0,131.0,-21.0,7.9,39.7,90.9,87.4,12.0,14.0,3.0,31.0,0.0,1014.0,29.0,10.0,207.0,12.0,6.0,15.0,9.0,3.0,47.0,0.3,1016.0,24.0,9.0,6.0,7.0,8.0,25,2,0.12595238095238093,0.4499206349206349,2
